engine_id,op1,op2,s2,s3,s4,s6,s7,s8,s9,s11,s12,s13,s14,s15,s17,s20,s21,s2_diff_1,s2_roll_mean_5,s2_roll_std_5,s2_roll_mean_10,s2_roll_std_10,s2_roll_mean_20,s2_roll_std_20,s2_trend_10,s3_diff_1,s3_roll_mean_5,s3_roll_std_5,s3_roll_mean_10,s3_roll_std_10,s3_roll_mean_20,s3_roll_std_20,s3_trend_10,s4_diff_1,s4_roll_mean_5,s4_roll_std_5,s4_roll_mean_10,s4_roll_std_10,s4_roll_mean_20,s4_roll_std_20,s4_trend_10,s6_diff_1,s6_roll_mean_5,s6_roll_std_5,s6_roll_mean_10,s6_roll_std_10,s6_roll_mean_20,s6_roll_std_20,s6_trend_10,s7_diff_1,s7_roll_mean_5,s7_roll_std_5,s7_roll_mean_10,s7_roll_std_10,s7_roll_mean_20,s7_roll_std_20,s7_trend_10,s8_diff_1,s8_roll_mean_5,s8_roll_std_5,s8_roll_mean_10,s8_roll_std_10,s8_roll_mean_20,s8_roll_std_20,s8_trend_10,s9_diff_1,s9_roll_mean_5,s9_roll_std_5,s9_roll_mean_10,s9_roll_std_10,s9_roll_mean_20,s9_roll_std_20,s9_trend_10,s11_diff_1,s11_roll_mean_5,s11_roll_std_5,s11_roll_mean_10,s11_roll_std_10,s11_roll_mean_20,s11_roll_std_20,s11_trend_10,s12_diff_1,s12_roll_mean_5,s12_roll_std_5,s12_roll_mean_10,s12_roll_std_10,s12_roll_mean_20,s12_roll_std_20,s12_trend_10,s13_diff_1,s13_roll_mean_5,s13_roll_std_5,s13_roll_mean_10,s13_roll_std_10,s13_roll_mean_20,s13_roll_std_20,s13_trend_10,s14_diff_1,s14_roll_mean_5,s14_roll_std_5,s14_roll_mean_10,s14_roll_std_10,s14_roll_mean_20,s14_roll_std_20,s14_trend_10,s15_diff_1,s15_roll_mean_5,s15_roll_std_5,s15_roll_mean_10,s15_roll_std_10,s15_roll_mean_20,s15_roll_std_20,s15_trend_10,s17_diff_1,s17_roll_mean_5,s17_roll_std_5,s17_roll_mean_10,s17_roll_std_10,s17_roll_mean_20,s17_roll_std_20,s17_trend_10,s20_diff_1,s20_roll_mean_5,s20_roll_std_5,s20_roll_mean_10,s20_roll_std_10,s20_roll_mean_20,s20_roll_std_20,s20_trend_10,s21_diff_1,s21_roll_mean_5,s21_roll_std_5,s21_roll_mean_10,s21_roll_std_10,s21_roll_mean_20,s21_roll_std_20,s21_trend_10
1,-0.0010899988,0.0060445005,-0.041695353,0.0151902065,0.09114386,7.533282e-06,-0.0005131236,-0.0009934504,0.04243494,0.046187855,0.18449102,0.034112222,-0.023096912,0.016226783,-0.010870275,0.093034364,0.030193932,-0.00035039883,2.1472495,0.009408456,4.012215,-0.013102777,-1.5700581,0.052949876,0.19018383,0.0015461692,0.6963226,-0.0037868621,1.4915276,-0.051567856,-0.2851493,0.37174377,-0.028914656,0.0011897739,2.3916073,0.0082695335,4.738768,0.009468087,-0.41379082,0.87964946,-0.02189977,0.0,0.0,0.0,0.0,0.0,-0.0019320982,0.0017800904,0.0,0.00012556711,0.5810823,0.024345282,0.96989226,-0.09781135,-0.99394286,-0.19127126,-0.05851598,-0.0059737107,-0.09414187,0.009135714,-0.0070807263,-0.025057461,-1.2334636,-0.5761773,-0.6164202,-5.5395147e-05,1.3751144,0.011407946,0.9153185,-0.00191939,2.0844834,0.21468525,0.008369444,0.0003231609,5.3766003,0.044549208,2.0256624,0.10337601,-0.1271972,0.40624836,-0.31872517,0.009717762,0.8972304,0.022652164,0.28638852,0.006767344,-0.39459267,0.5095769,0.3969964,0.0014259242,0.2218363,0.0031555702,-0.21853906,-0.0149896005,-0.19727997,-0.11386555,0.1689973,0.0012545567,-0.41523442,0.006614805,-0.111356094,0.040663056,2.2989705,0.63186556,0.22374035,-0.026224831,1.7978929,0.000796414,2.32982,-0.045980673,-0.89583397,-0.14019339,0.25632447,-2.2179549e-05,0.40259507,-0.010632951,0.75727636,-0.1107178,-0.39829144,-0.13114671,0.10827307,-0.005535125,0.7366737,0.01803781,0.5685472,0.024509905,-0.30213633,0.30683264,0.053930685,-4.755987e-05,1.8382629,-0.009105958,1.1683666,-0.09190847,0.8863377,-0.29729608,0.036404714
1,0.002123866,0.0068385676,0.059106816,0.03960058,0.16891484,7.533282e-06,0.044289634,0.00093633373,0.057477426,0.12507549,0.12394217,0.03047718,-0.08792873,0.038073976,-0.026484836,0.0070566293,0.019251147,-0.0006687838,1.8073319,0.023718217,4.1283274,-0.008949451,-0.96171314,0.07300565,-0.0037418639,0.0072451616,0.6891076,-0.011158443,1.4732361,-0.015028519,-0.32352665,0.32134143,0.02247416,0.0011897739,2.57553,-0.02631745,4.795252,0.011074427,-0.4105343,0.84829664,0.016493075,0.0,0.0,0.0,0.0,0.0,-0.0022285818,0.0015442509,0.0,0.00014948334,0.65320176,-0.0011211331,0.95826226,-0.0940208,-1.0793139,-0.17887697,0.38338244,0.004667281,-0.07539198,0.017117912,-0.13309741,-0.04628309,-1.2598587,-0.4974615,-0.59062093,-0.0027798398,1.2567439,0.012310206,1.2911918,-0.051027343,2.409744,-0.0020873225,-0.02931658,0.005467627,5.1787615,0.05129617,2.0804281,0.10541419,-0.23761934,0.35586432,-0.3265777,0.0030453682,0.753095,0.015449291,0.2528941,0.0072634104,-0.21837799,0.5710973,0.47703236,-0.0016918334,0.22457623,0.0048979507,-0.20788954,0.01572991,0.05811205,-0.15702441,0.1844694,0.0010381456,-0.43024153,0.005183949,-0.08096664,0.034494273,2.438553,0.6211881,0.19272864,-0.0006447569,2.243091,0.011957017,2.8547647,-0.053099066,-1.0136666,-0.0029026745,0.19520694,5.415394e-05,0.39797238,-0.002766895,0.535009,-0.085578896,-0.30069026,-0.17378472,0.03239458,0.009840222,0.74594015,0.0587017,0.54719,-0.026476141,-0.8446496,0.2515189,-0.058869056,-4.755987e-05,1.6108344,-0.0061073448,1.2267934,-0.12117899,0.94226015,-0.5856529,0.0060025537
2,0.0034250894,-0.0015644573,-0.20894586,0.012462927,-0.11262978,1.1543714e-05,0.118423775,0.004175222,0.0070826337,0.20764166,0.18770353,-0.0013068914,-0.032871604,1.305285e-05,0.012495315,0.06170753,0.012248906,0.00026316085,2.3058195,9.276322e-05,3.6602194,-0.009755113,-0.43169504,-0.041627105,0.16565518,0.0014273607,0.7731846,-0.030903723,1.2548212,-0.24947788,0.90721524,-0.5238256,0.108436674,0.00059694285,1.8634664,-0.018640624,3.8898432,-0.03542036,-1.0038007,0.47236884,-0.016208434,0.0,0.0,0.0,0.0,0.0,0.016831357,0.0014619355,0.0,0.00030131883,-0.25233737,-0.01133969,0.493124,-0.053099718,-0.19484101,-0.34280238,-0.14570752,-0.00040608522,-0.24470222,0.0066976068,-0.3988928,-0.049956925,-0.91690946,-2.6934028,-1.0514446,0.0006542472,2.2610128,0.010069693,1.1603538,-0.039331086,3.628487,0.27548033,0.07601964,0.0022932326,3.1372647,0.012686984,1.7425436,-0.12235545,-0.4801567,0.14092031,0.38231015,0.0011662032,-0.066719934,0.029136378,0.13397075,0.09070309,-0.27466407,-0.8571643,-0.71039355,0.0010418028,0.22618888,-0.063781284,-0.0117358565,0.13047118,0.9458827,1.0319752,0.16463125,5.6614837e-05,-0.75136673,-0.0094753485,-0.35251898,0.015988544,2.8826728,-0.12123236,-0.371653,-0.000629193,0.3116416,0.17103262,2.298288,0.120496064,-0.5053386,-0.8083668,0.21317422,-2.2179549e-05,-0.13951203,-0.004927129,0.576866,-0.2470942,-0.27580673,0.68114233,-0.009740025,-0.005535125,0.60801435,-0.007959619,0.5275862,-0.074124694,0.31398016,0.60373974,-0.070782974,-2.7800663e-05,0.3426707,0.018968618,0.15703827,-0.13498338,-0.80262023,-0.590592,0.005851807
2,0.0066359024,-0.0014139486,-0.13166137,0.009974949,0.13485952,1.1543714e-05,0.22601843,-0.00468718,0.051690158,0.1410136,0.13675366,0.0047237794,-0.018703518,0.012367183,-0.017248455,-0.060671862,0.010773728,0.00040223455,1.9586595,0.010766092,3.5251746,-0.061730497,-0.27086774,-0.0069669997,0.24615477,6.523874e-05,0.8190631,-0.01158127,1.1989293,-0.057351694,0.54067796,-0.36409524,0.08049401,-0.000308474,2.1425736,0.007527031,3.7487159,-0.05270008,-0.94868463,0.3625292,0.40889013,0.0,0.0,0.0,0.0,0.0,0.019310175,0.0013131037,0.0,0.00030131883,0.44332358,0.014422746,0.42830837,-0.051256545,0.21371505,-0.38714692,-0.06796549,-0.00025333453,-0.061908927,0.0033636107,-0.16428871,-0.055856507,-0.6298104,-2.7300484,-0.63065654,-0.0004910361,2.0689566,0.016863335,1.3035364,-0.05362625,3.4945948,0.27831107,-0.18517986,0.0013367318,2.9813385,-0.013726228,1.8118728,-0.100493856,-0.5110187,0.20699795,-0.0040490204,-0.0021439209,0.07449875,0.026413769,0.066837154,0.09437047,-0.23270056,-0.95276386,-1.4021894,0.0011912469,0.1389281,0.016120927,-0.17926942,0.08676456,0.81153524,1.4317393,0.054178458,0.00044517382,-0.8490434,0.0039815395,-0.42309743,0.015701354,2.7239282,-0.0895161,0.37611696,0.0026180586,0.04770121,0.13782954,2.1097467,0.14176646,-0.11420917,-0.9066758,-0.50063473,5.1684412e-05,-0.30767572,-0.0035672958,0.55107427,-0.2603101,-0.28809664,0.097251214,-0.026427973,0.11028665,0.5551396,-0.008045679,0.58438677,0.046317913,0.515345,0.41815117,-0.09910553,-2.7800663e-05,0.48626548,-0.02766318,-0.22263135,-0.12198101,-0.84894866,-0.45976716,0.07370645
2,0.0036524206,0.00047335887,-0.17024633,-0.088380754,-0.28658998,1.1543714e-05,0.124562345,0.0038686101,0.026457015,-0.012803858,0.117454596,0.0028656374,-0.020558763,0.008706098,-0.017458525,-0.169835,0.008650633,0.00072217104,1.9694531,0.008484192,2.9442744,-0.12560591,-0.3386695,-0.009185839,0.296332,0.0006258986,0.7073553,-0.02955268,-0.3455172,-0.17224054,0.6143091,-0.5564344,0.08386883,-0.007567552,1.7835009,0.05591903,4.113931,-0.03125061,-0.8277671,-0.7416794,-0.05676052,0.0,0.0,0.0,0.0,0.0,0.019914472,0.0013510617,0.0,0.00030131883,0.73679745,-0.00708065,-0.710641,0.060592197,0.33879283,-0.38091117,0.50690776,0.001858633,-0.07598382,0.0054891612,-0.14835295,-0.046177845,-0.3164505,-3.2973514,-0.17200854,-0.00073756906,2.154718,0.018384304,1.3644584,-0.089307964,3.2011852,0.26518488,0.035787355,0.0009489836,3.0072904,-0.014110663,1.7386552,-0.061605543,-0.40933168,0.41565245,-0.19881871,0.00088616693,0.090371765,-0.00030486123,-0.03760684,0.10623903,-0.18741721,-0.5176536,-0.66569245,-0.0019265106,0.2611921,0.007465445,-0.16831826,0.10595582,0.7163766,1.4973656,0.28735796,0.00067962636,-0.6138148,-9.692466e-05,-0.16467504,0.020756723,3.328346,-0.0237877,-0.038009323,0.009274083,1.4798778,0.03648685,1.7299432,-0.014346739,-0.2594187,-0.5828085,0.33465987,1.7743638e-05,-0.23999724,-0.003774045,0.56191474,-0.26746458,-0.16814162,-0.056126084,-0.08256578,-0.062036242,0.19601181,-0.009940776,0.4222804,0.04649759,0.6667004,0.44299808,-0.21667649,-2.7800663e-05,0.4327754,-0.057311505,0.18353462,-0.13897035,-0.8127545,-0.2791035,0.027762625
2,0.0067141913,-0.000757927,0.15561864,-0.0028403215,0.16818972,1.1543714e-05,0.1579659,-0.012408341,0.005996269,0.25781858,0.20819761,0.00027678782,-0.05222629,0.007839997,-0.017244017,0.06796464,0.0088231,-0.0004765952,1.2909642,-0.0006826518,2.9156978,0.0043944316,0.13621698,-0.06752901,0.3593239,0.0006258986,0.9000338,-0.028533116,0.10146461,-0.21225093,0.60534114,-0.52967525,0.08399914,-0.00078771595,1.8796828,0.027930882,3.9332235,-0.011170404,-0.58122486,-0.77390176,-0.027838543,0.0,0.0,0.0,0.0,0.0,0.016890824,0.0013131037,0.0,0.00030131883,0.5928727,-0.028062727,-0.6024089,0.025895158,-0.011858208,-0.5364348,0.59098715,-0.00052718114,-0.042906784,-0.0091744615,-0.29960215,-0.03989569,-1.3116089,-3.1882217,-0.42365786,0.00068560627,2.0827782,0.009326257,1.1534008,-0.05219164,3.0526302,0.29480347,0.041898046,-0.006534526,3.1894124,-0.018644083,1.7010509,-0.11369436,-0.5209296,0.45436448,0.44750813,0.0009626164,0.10408296,-0.011788294,-0.10270041,0.01075821,-0.21233615,-0.52747816,0.5211305,-0.0008195697,0.25675768,0.012834592,-0.15403806,0.04491043,0.773093,0.9451356,0.41881415,0.000557651,-0.84710884,0.0005321934,-0.42404947,0.027068973,3.5320258,-0.35671577,-0.5330358,0.0063740183,1.7241219,0.013288652,2.501574,-0.02261858,-0.22175378,-0.961247,0.254239,2.582898e-05,-0.1904586,-0.0012796047,-1.3690968,-0.025155451,-0.18783648,-0.064796165,-0.11527383,-0.005535125,0.72557026,0.0130856745,0.43604323,0.016861532,0.38896444,0.1783448,-0.20336054,-4.755987e-05,0.27647504,-0.0674095,0.32287553,-0.12728631,-0.7979083,-0.2692026,0.03714875
2,0.0067550824,0.0029907615,0.16991282,0.007219048,0.16085105,1.1543714e-05,0.18109797,-0.006876274,-0.007205328,0.014913114,0.32839987,0.030735608,-0.016153868,0.0049454183,0.026087293,0.0809609,0.0035644327,-0.0014005054,1.4099541,0.0018628102,3.4979165,-0.010328828,0.38965932,0.0074196537,0.33449358,-0.010268151,1.0551658,-0.083709486,1.4729186,-0.13816167,0.81471556,-0.5909154,0.024374388,0.00020812309,1.8782574,0.043411314,4.0317097,-0.050729115,-0.6196769,-0.5747654,-0.071594745,0.0,0.0,0.0,0.0,0.0,0.01759592,0.009856557,0.0,0.00012556711,0.6808896,0.0098453425,0.67489564,0.07639462,0.74042684,0.40095434,0.6096983,0.0034332506,-0.14894214,0.01088531,-0.19444373,-0.005202728,-1.3251107,-1.7460687,-0.46447212,-0.0010268012,2.08244,0.022862328,1.2782321,-0.03474875,2.9728837,0.2745468,0.07123539,-0.0075535276,3.155204,-0.16460542,1.7948302,-0.16682458,-0.3648789,0.49283978,-0.1320852,-0.021232443,0.09748836,-0.02343296,-0.13063514,0.025763577,-0.12562194,-0.0892296,0.66569537,0.00070208806,0.39833632,0.0017843004,-0.012754127,0.011211897,0.93946123,1.4897827,0.35622296,0.0007231081,-0.6807066,0.0014422274,-0.3869844,0.06910665,3.4507833,-0.31786847,-0.551657,0.0018899452,1.4996853,0.020687569,1.9717927,-0.0022549683,-0.28139484,-0.9004648,0.13899122,-2.2179549e-05,-0.3290984,-0.019205628,-1.0526974,-0.030585295,-0.1890456,-0.0054373927,-0.1334614,-0.005535125,0.87418836,0.019476961,0.36398572,0.020730928,0.5997672,0.1879589,0.17864023,-2.7800663e-05,-0.6366984,-0.070932224,0.25486895,-0.054206897,-0.77290636,-0.2454962,-0.026193125
2,0.0068753683,7.912698e-05,-0.14598173,-0.038631327,0.17247123,1.1543714e-05,0.18840416,-0.0027668464,0.010268849,0.05689186,0.11541542,-0.015584048,-0.09108207,0.0023805944,0.004664292,0.02493692,0.010828514,0.0016362019,1.209321,-0.0064011705,3.7724144,-0.02466821,0.5970401,-0.009102536,-0.39331335,-0.0086626215,0.20713316,-0.06133429,0.098371394,0.45646963,0.8648764,-0.6473443,-0.08095305,-0.0014086429,2.0847096,0.048171278,3.7125115,-0.040413607,-0.64366096,-0.41840667,-0.012237811,0.0,0.0,0.0,0.0,0.0,0.016565831,0.0013131037,0.0,0.00012556711,0.71316093,0.028973566,0.40197438,0.012354853,0.44175324,0.4317358,0.6027918,-0.00052718114,-0.11186474,0.005625357,-0.23163323,-0.02199858,-1.1668276,-3.008773,1.2268721,-0.0010132089,2.2006042,0.013646567,1.3174801,-0.019734297,2.985704,0.45972207,0.0724142,0.003869847,3.1337106,-0.030005623,1.8199018,-0.5828447,-0.3770599,0.63023394,0.38393167,0.026020499,0.16990614,0.010953568,-0.08975537,0.04717544,-0.31062964,-0.47418293,0.8595265,0.0017911502,0.39332002,0.006393953,-0.19179057,-0.008908872,0.7170961,1.4690177,0.24225104,0.0003846106,-1.0057576,0.0010484654,-0.34222454,0.040210456,2.456949,-0.5149826,-0.28504997,0.00017408829,1.6797496,0.022413736,2.0547223,0.001001268,-0.27366212,-1.1029727,0.13848016,2.582898e-05,-0.2298498,-0.019336132,-0.97927815,-0.21334241,-0.13105576,-0.14523396,-0.05306387,-0.0019014983,0.68600917,0.026630772,0.39991263,0.020914624,0.6762048,0.22596423,0.19281572,-2.7800663e-05,-0.53737015,0.01491945,-0.23571144,-0.26517192,-0.708686,-0.11450827,0.03059083
2,0.00519404,0.00014519866,0.09838394,0.009242177,0.13372155,1.1543714e-05,0.22476374,0.0023255753,0.0072237225,0.049500726,0.13506393,0.0039790934,-0.07456799,-0.0035290853,0.007844233,0.012514651,0.008888926,-6.5011845e-06,1.6338657,0.014899693,3.852843,-0.007502245,0.5640649,0.03485557,0.15010913,-0.009391675,0.24836516,-0.04950577,0.09941947,0.45749906,0.70391405,-0.5655659,0.093229614,0.00020587328,1.6171068,0.035550434,3.8612914,-0.04487053,-0.60256004,-0.074085414,-0.0817611,0.0,0.0,0.0,0.0,0.0,0.016813762,0.0014619355,0.0,0.00012556711,0.6180449,0.030064503,0.5566576,0.21714142,0.23760158,0.4403001,0.41388014,-0.00040608522,-0.08078855,0.0009753476,-0.22010799,0.055964388,-1.5379475,-2.2090354,0.79695076,-0.00096685253,2.287559,0.0040585287,1.4263415,-0.030994965,2.9174073,0.5739094,0.004787142,-0.00055639364,3.3821046,-0.025547456,1.8389184,-0.15973748,-0.36177644,0.49413243,0.4160933,0.015088919,0.17491674,0.024648651,-0.02387482,0.0020810883,-0.116341464,-0.6751852,1.0353427,-0.0014759543,0.41609773,0.022682846,-0.092291996,0.050553076,0.7297774,1.2289758,0.32230163,-0.00033096102,-0.65246123,-0.009298856,-0.2512838,0.08339709,2.7320297,-0.33642668,0.050229307,-0.0070375395,1.5548238,0.016563717,1.9538183,-0.0088276835,-0.42651024,-0.8774741,0.20605074,1.7743638e-05,-0.23334259,-0.019168926,-0.9677293,-0.19634596,-0.083161905,-0.13980794,0.0053166617,-0.0019014983,0.4501907,0.047816575,0.17238803,0.022895416,0.58909297,0.21114442,0.17352106,-2.7800663e-05,-0.73369336,0.042168994,-0.19455524,-0.32412228,-0.73654145,-0.12333336,-0.03205028
2,-0.0027772977,-0.00090817653,-0.043034423,0.02949207,0.024352651,1.1543714e-05,0.21806678,0.0031740458,0.035148304,0.2759997,0.15208212,-0.005445804,0.02477692,0.0051610307,0.013534937,0.14839923,0.009953009,-0.00157853,1.5269219,0.016127981,3.7952287,0.010855448,0.98734766,-0.025102237,-0.23123331,0.0014749008,1.0297335,-0.043572593,1.0834006,0.4274772,0.669585,-0.5594413,0.08829353,0.0006121,1.9410621,0.004160527,4.111212,-0.047389492,-0.50831354,0.09513673,-0.041234255,0.0,0.0,0.0,0.0,0.0,0.016975682,0.0014619355,0.0,7.164792e-05,0.73848337,0.037559368,0.85595,0.13443835,0.35933122,0.9936424,-0.0011844644,-0.0005701652,0.0023862747,0.028679565,-0.2566385,0.033246815,-0.5524382,-0.47939909,0.49910825,-0.0006082779,2.0992398,-0.026293393,1.3030251,0.015080684,3.4019556,0.5426082,-0.06509595,-0.013647554,4.024501,0.076124586,1.9121113,0.05440197,-0.33795744,0.31391114,0.40356275,-0.018160868,0.3332359,0.013363517,0.1277016,-0.015484942,-0.17543739,-0.602773,0.81122196,0.0011912469,0.3589131,0.004909924,-0.11684643,-0.014564409,0.9451549,1.2802062,-0.04864032,0.0016797765,-0.694149,-0.03803754,-0.21794793,0.0653884,2.4403667,-0.32919535,0.2480888,0.0080562625,1.2315671,0.016659187,1.7607645,-0.049593277,-0.6645738,-0.9465484,0.14346626,1.7743638e-05,-0.10183054,-0.017104968,-0.93819934,-0.22484322,-0.11196091,-0.10180614,0.007875705,-0.0019014983,0.6510703,-0.049292386,0.4924626,-0.008328117,-0.32900053,0.3159665,0.22538856,-2.7800663e-05,-0.65448576,0.024946278,-0.34114003,-0.300261,-0.92830014,-0.592431,-0.089953035
